QuestionID,Question,Answer,Document
Q409,what classes are considered humanities,"Human disciplines like history , cultural anthropology and psychoanalysis study subject matters to which the experimental method does not apply, and they have access instead to the comparative method and comparative research .",Humanities
Q410,what does the president of the usa do,The President of the United States of America (POTUS) is the head of state and head of government of the United States .,President of the United States
Q411,what does the president of the usa do,The president leads the executive branch of the federal government and is the commander-in-chief of the United States Armed Forces .,President of the United States
Q412,what does the president of the usa do,"The president is further empowered to grant federal pardons and reprieves , and to convene and adjourn either or both houses of Congress under extraordinary circumstances.",President of the United States
Q413,what food is in afghan,"Afghan cuisine is largely based upon the nation's chief crops; cereals like wheat , maize , barley and rice .",Afghan cuisine
Q414,what food is in afghan,"Accompanying these staples are dairy products ( yogurt and whey ), various nuts , and native vegetables, as well as fresh and dried fruits; Afghanistan is well known for its grapes .",Afghan cuisine
Q415,how kimberlite pipes form,Volcanic pipes are relatively rare.,Volcanic pipe
Q416,how many seasons of grey's anatomy are there,"On May 11, 2012, the series was renewed for a ninth season, which premiered on September 27, 2012.",Grey's Anatomy
Q417,how is schizophrenia diagnosed?,Diagnosis is based on observed behavior and the patient's reported experiences.,Schizophrenia
Q418,what kind of cut is tri tip,The tri-tip is a cut of beef from the bottom sirloin primal cut .,Tri-tip
Q419,what kind of cut is tri tip,"It is a small triangular muscle , usually 1.5 to 2.5 lbs. (675 to 1,150g) per side of beef.",Tri-tip
Q420,what county is willmar mn in?,"Willmar is a city in, and the county seat of, Kandiyohi County , Minnesota , United States .","Willmar, Minnesota"
Q421,what kind of company is Microsoft?,"Microsoft Corporation is an American multinational software corporation headquartered in Redmond , Washington that develops, manufactures, licenses, and supports a wide range of products and services related to computing .",Microsoft
Q422,how does weather happen,Weather is driven by air pressure (temperature and moisture) differences between one place and another.,Weather
Q423,how many countries have english as an official language,"In 2012, there were 88 states in total (60 sovereign states and 28 non-sovereign states).",List of countries where English is an official language
Q424,what countries are in cono sur,"Although geographically this includes Southern and part of Southeast ( São Paulo ) of Brazil , in terms of political geography the Southern cone has traditionally comprised Argentina , Chile , Paraguay , and Uruguay .",Southern Cone
Q425,what countries are in cono sur,"In the narrowest sense, it only covers Argentina , Chile and Uruguay , bounded on the north by the states of Brazil, Paraguay, Bolivia and Peru, on the west by the Pacific Ocean, and south to the junction between the Pacific and Atlantic Oceans, which it is the closest continental area of Antarctica (1000 km).",Southern Cone
Q426,how many innings makes an official game,"Since most professional baseball games are nine innings long, the fifth inning is used as the threshold for an official game.",Official game
Q427,what branch of the military is delta force,It was formerly listed as the Combat Applications Group by the Department of Defense but has since been officially re-designated the Army Compartmented Elements (ACE).,Delta Force
Q428,what causes the seasons,Seasons result from the yearly revolution of the Earth around the Sun and the tilt of the Earth's axis relative to the plane of revolution.,Season
Q429,what does 3g network mean,"3G, short for third Generation, is the third generation of mobile telecommunications technology.",3G
Q430,what does Mazel tov! mean,"""good luck"") is a phrase used to express congratulations for a happy and significant occasion or event.",Mazel tov
Q431,How Do You Get Hepatitis C,"HCV is spread primarily by blood-to-blood contact associated with intravenous drug use , poorly sterilized medical equipment and transfusions .",Hepatitis C
Q432,how does flexible spending account work,"An FSA allows an employee to set aside a portion of earnings to pay for qualified expenses as established in the cafeteria plan, most commonly for medical expenses but often for dependent care or other expenses.",Flexible spending account
Q433,how tennessee became a state,"Tennessee was the last state to leave the Union and join the Confederacy at the outbreak of the U.S. Civil War in 1861, and the first state to be readmitted to the Union at the end of the war.",Tennessee
Q434,how many baseball teams usa,It is composed of 30 teams — 29 in the United States and one in Canada.,Major league baseball
Q435,what county is coatesville indiana located in,"Coatesville is a town in Clay Township , Hendricks County , Indiana , United States .","Coatesville, Indiana"
Q436,how does Delaware support its claim to being the first state?,"Delaware was one of the 13 colonies participating in the American Revolution and on December 7, 1787, became the first state to ratify the Constitution of the United States , thereby becoming known as The First State.",Delaware
Q437,how many amendments in the US constitution,"Twenty-seven amendments have been ratified since the original signing of the Constitution, the first ten of which are known collectively as the Bill of Rights .",List of amendments to the United States Constitution
Q438,what does fidelity do,"Fidelity Investments manages a large family of mutual funds , provides fund distribution and investment advice services, as well as providing discount brokerage services , retirement services, wealth management , securities execution and clearance, life insurance and a number of other services.",Fidelity Investments
Q439,what causes thunder sound,Thunder is the sound caused by lightning .,Thunder
